 | 2010 | (Jahrbuch der Raabe-Gesellschaft) | 22 articles
 | 2010 | (Kant Yearbook) | 11 articles
 | 2010 | (Lexicographica) | 29 articles
 | 2010 | (Millennium) | 18 articles
 | 2010 | (Quellen und Forschungen aus italienischen Archiven und Bibliotheken) | 26 articles
 | 2010 | (Rhetorik) | 13 articles
 | 2010 | (Romanische Bibliographie. Supplement zur Zeitschrift für romanische Philologie) | 29 articles
 | 2010 | (Wittgenstein-Studien) | 14 articles
 | 2010 | (Yearbook of Phraseology) | 16 articles
 | 2010 | (Zeitschrift für Evangelische Ethik) | 12 articles
 | 2010 | (Zeitschrift für interkulturelle Germanistik) | 33 articles
 | 2010 | (editio) | 19 articles
 | 2011 | (Applied Linguistics Review) | 17 articles
 | 2011 | (Deutsche Zeitschrift für Philosophie) | 44 articles
 | 2011 | (Evangelische Theologie) | 9 articles
 | 2011 | (Kant Yearbook 2011: Anthropology) | 11 articles
 | 2011 | (Quellen und Forschungen aus italienischen Archiven und Bibliotheken (2010)) | 29 articles
 | 2011 | (Wittgenstein-Studien (2011)) | 15 articles
 | 2011 | (Zeitschrift für Anglistik und Amerikanistik) | 14 articles
 | 2011 | (Zeitschrift für interkulturelle Germanistik) | 40 articles
 | 2012 | () | 1 articles
 | 2012 | (Zeitschrift für interkulturelle Germanistik) | 45 articles
 | 2013 | (Deutsche Zeitschrift für Philosophie) | 13 articles
 | 2013 | (Maske und Kothurn) | 14 articles
 | 2013 | (Zeitschrift für Anglistik und Amerikanistik) | 8 articles
 | 2013 | (Zeitschrift für interkulturelle Germanistik) | 45 articles
 | 2014 | (Acta Geologica Polonica) | 19 articles
 | 2014 | (Archiv für Reformationsgeschichte - Archive for Reformation History) | 13 articles
 | 2014 | (Bildung und Erziehung) | 23 articles
 | 2014 | (Clinical Chemistry and Laboratory Medicine (CCLM)) | 64 articles
 | 2014 | (Computer Law Review International) | 32 articles
 | 2014 | (Computer und Recht) | 80 articles
 | 2014 | (Evangelische Theologie) | 40 articles
 | 2014 | (Figurationen) | 16 articles
 | 2014 | (Finanz-Rundschau Ertragsteuerrecht) | 123 articles
 | 2014 | (GesundheitsRecht) | 84 articles
 | 2014 | (Internationales Handelsrecht) | 39 articles
 | 2014 | (Journal for Perspectives of Economic Political and Social Integration) | 8 articles
 | 2014 | (Kölner Schrift zum Wirtschaftsrecht) | 29 articles
 | 2014 | (L'Homme) | 15 articles
 | 2014 | (Monatsschrift für Deutsches Recht) | 149 articles
 | 2014 | (ReiseRecht aktuell) | 62 articles
 | 2014 | (Umsatzsteuer-Rundschau) | 107 articles
 | 2014 | (Zeitschrift für Evangelische Ethik) | 23 articles
 | 2014 | (Zeitschrift für Konfliktmanagement) | 59 articles
 | 2014 | (Zeitschrift für Kulturwissenschaft) | 16 articles
 | 2014 | (Zeitschrift für das Privatrecht der Europäischen Union) | 50 articles
 | 2014 | (Zeitschrift für interkulturelle Germanistik) | 40 articles
 | 2014 | (Österreichische Musikzeitschrift) | 38 articles
0001-5709 |  | (Acta Geologica Polonica) | 13 articles
0001-5709 | 2012 | (Acta Geologica Polonica) | 19 articles
0001-5709 | 2013 | (Acta Geologica Polonica) | 31 articles
0003-5696 |  | (Antike und Abendland) | 13 articles
0003-5696 | 1944 | (Antike und Abendland (1944)) | 13 articles
0003-5696 | 1946 | (Antike und Abendland (1946)) | 13 articles
0003-5696 | 1948 | (Antike und Abendland (1948)) | 16 articles
0003-5696 | 1954 | (Antike und Abendland (1954)) | 17 articles
0003-5696 | 1956 | (Antike und Abendland (1956)) | 10 articles
0003-5696 | 1957 | (Antike und Abendland (1957)) | 12 articles
0003-5696 | 1958 | (Antike und Abendland (1958)) | 11 articles
0003-5696 | 1959 | (Antike und Abendland (1959)) | 7 articles
0003-5696 | 1960 | (Antike und Abendland (1960)) | 8 articles
0003-5696 | 1961 | (Antike und Abendland (1961)) | 10 articles
0003-5696 | 1962 | (Antike und Abendland) | 10 articles
0003-5696 | 1966 | (Antike und Abendland (1966)) | 15 articles
0003-5696 | 1967 | (Antike und Abendland (1967)) | 11 articles
0003-5696 | 1968 | (Antike und Abendland (1968)) | 15 articles
0003-5696 | 1969 | (Antike und Abendland (1969)) | 15 articles
0003-5696 | 1970 | (Antike und Abendland (1970)) | 9 articles
0003-5696 | 1971 | (Antike und Abendland (1971)) | 13 articles
0003-5696 | 1973 | (Antike und Abendland (1973)) | 24 articles
0003-5696 | 1974 | (Antike und Abendland (1974)) | 13 articles
0003-5696 | 1975 | (Antike und Abendland (1975)) | 11 articles
0003-5696 | 1976 | (Antike und Abendland (1976)) | 15 articles
0003-5696 | 1977 | (Antike und Abendland (1977)) | 16 articles
0003-5696 | 1978 | (Antike und Abendland (1978)) | 15 articles
0003-5696 | 1979 | (Antike und Abendland (1979)) | 14 articles
0003-5696 | 1980 | (Antike und Abendland (1980)) | 13 articles
0003-5696 | 1981 | (Antike und Abendland (1981)) | 11 articles
0003-5696 | 1982 | (Antike und Abendland (1982)) | 11 articles
0003-5696 | 1983 | (Antike und Abendland (1983)) | 14 articles
0003-5696 | 1984 | (Antike und Abendland (1984)) | 14 articles
0003-5696 | 1985 | (Antike und Abendland (1985)) | 15 articles
0003-5696 | 1986 | (Antike und Abendland (1986)) | 13 articles
0003-5696 | 1987 | (Antike und Abendland (1987)) | 15 articles
0003-5696 | 1988 | (Antike und Abendland) | 16 articles
0003-5696 | 1989 | (Antike und Abendland (1989)) | 13 articles
0003-5696 | 1990 | (Antike und Abendland (1990)) | 18 articles
0003-5696 | 1991 | (Antike und Abendland (1991)) | 15 articles
0003-5696 | 1992 | (Antike und Abendland (1992)) | 16 articles
0003-5696 | 1993 | (Antike und Abendland (1993)) | 18 articles
0003-5696 | 1994 | (Antike und Abendland (1994)) | 15 articles
0003-5696 | 1995 | (Antike und Abendland (1995)) | 15 articles
0003-5696 | 1996 | (Antike und Abendland (1996)) | 15 articles
0003-5696 | 1997 | (Antike und Abendland (1997)) | 17 articles
0003-5696 | 1998 | (Antike und Abendland (1998)) | 14 articles
0003-5696 | 1999 | (Antike und Abendland (1999)) | 12 articles
0003-5696 | 2000 | (Antike und Abendland (2000)) | 15 articles
0003-5696 | 2001 | (Antike und Abendland (2001)) | 13 articles
0003-5696 | 2002 | (Antike und Abendland (2002)) | 15 articles
0003-5696 | 2003 | (Antike und Abendland (2003)) | 11 articles
0003-5696 | 2004 | (Antike und Abendland (2004)) | 10 articles
0003-5696 | 2005 | (Antike und Abendland (2005)) | 11 articles
0003-5696 | 2006 | (Antike und Abendland (2006)) | 10 articles
0003-5696 | 2007 | (2007) | 12 articles
0003-5696 | 2012 | (Antike und Abendland) | 12 articles
0003-5696 | 2013 | (Antike und Abendland) | 14 articles
0003-5696 | 2014 | (Antike und Abendland) | 13 articles
0003-6390 | 1967 | (Apeiron) | 17 articles
0003-6390 | 1968 | (Apeiron) | 12 articles
0003-6390 | 1969 | (Apeiron) | 8 articles
0003-6390 | 1970 | (Apeiron) | 8 articles
0003-6390 | 1971 | (Apeiron) | 10 articles
0003-6390 | 1972 | (Apeiron) | 12 articles
0003-6390 | 1973 | (Apeiron) | 10 articles
0003-6390 | 1974 | (Apeiron) | 14 articles
0003-6390 | 1975 | (Apeiron) | 14 articles
0003-6390 | 1976 | (Apeiron) | 15 articles
0003-6390 | 1977 | (Apeiron) | 14 articles
0003-6390 | 1978 | (Apeiron) | 14 articles
0003-6390 | 1979 | (Apeiron) | 18 articles
0003-6390 | 1980 | (Apeiron) | 14 articles
0003-6390 | 1981 | (Apeiron) | 17 articles
0003-6390 | 1982 | (Apeiron) | 16 articles
0003-6390 | 1983 | (Apeiron) | 20 articles
0003-6390 | 1984 | (Apeiron) | 23 articles
0003-6390 | 1985 | (Apeiron) | 14 articles
0003-6390 | 1987 | (Apeiron) | 13 articles
0003-6390 | 1988 | (Apeiron) | 23 articles
0003-6390 | 1989 | (Apeiron) | 33 articles
0003-6390 | 1990 | (Apeiron) | 25 articles
0003-6390 | 1991 | (Apeiron) | 25 articles
0003-6390 | 1992 | (Apeiron) | 28 articles
0003-6390 | 1993 | (Apeiron) | 27 articles
0003-6390 | 1994 | (Apeiron) | 20 articles
0003-6390 | 1995 | (Apeiron) | 30 articles
0003-6390 | 1996 | (Apeiron) | 30 articles
0003-6390 | 1997 | (Apeiron) | 31 articles
0003-6390 | 1998 | (Apeiron) | 24 articles
0003-6390 | 1999 | (Apeiron) | 32 articles
0003-6390 | 2000 | (Apeiron) | 27 articles
0003-6390 | 2001 | (Apeiron) | 21 articles
0003-6390 | 2002 | (Apeiron) | 31 articles
0003-6390 | 2003 | (Apeiron) | 20 articles
0003-6390 | 2004 | (Apeiron) | 26 articles
0003-6390 | 2005 | (Apeiron) | 29 articles
0003-6390 | 2006 | (Apeiron) | 21 articles
0003-6390 | 2007 | (Apeiron) | 18 articles
0003-6390 | 2008 | (Apeiron) | 25 articles
0003-6390 | 2009 | (Apeiron) | 17 articles
0003-6390 | 2010 | (Apeiron) | 23 articles
0003-6390 | 2011 | (Apeiron) | 20 articles
0003-6390 | 2012 | (Apeiron) | 19 articles
0003-6390 | 2013 | (Apeiron) | 26 articles
0003-6390 | 2014 | (Apeiron) | 28 articles
0003-7982 | 1966 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 10 articles
0003-7982 | 1967 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 23 articles
0003-7982 | 1968 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 24 articles
0003-7982 | 1969 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 25 articles
0003-7982 | 1970 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 22 articles
0003-7982 | 1971 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 23 articles
0003-7982 | 1972 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 19 articles
0003-7982 | 1973 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 20 articles
0003-7982 | 1974 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 18 articles
0003-7982 | 1975 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 19 articles
0003-7982 | 1976 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 18 articles
0003-7982 | 1977 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 17 articles
0003-7982 | 1978 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 18 articles
0003-7982 | 1979 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 19 articles
0003-7982 | 1980 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 20 articles
0003-7982 | 1981 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 17 articles
0003-7982 | 1982 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 18 articles
0003-7982 | 1983 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 20 articles
0003-7982 | 1984 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 24 articles
0003-7982 | 1985 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 23 articles
0003-7982 | 1986 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 22 articles
0003-7982 | 1987 | (arcadia) | 50 articles
0003-7982 | 1988 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 25 articles
0003-7982 | 1989 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 29 articles
0003-7982 | 1990 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 32 articles
0003-7982 | 1991 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 24 articles
0003-7982 | 1992 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 17 articles
0003-7982 | 1993 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 23 articles
0003-7982 | 1994 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 22 articles
0003-7982 | 1995 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 21 articles
0003-7982 | 1996 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 23 articles
0003-7982 | 1997 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 30 articles
0003-7982 | 1998 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 13 articles
0003-7982 | 1999 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 10 articles
0003-7982 | 2000 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 8 articles
0003-7982 | 2001 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 18 articles
0003-7982 | 2002 | (Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies) | 9 articles
0003-7982 | 2003 | (Arcadia – International Journal for Literary Studies) | 52 articles
0003-7982 | 2004 | (Arcadia – International Journal for Literary Studies) | 28 articles
0003-7982 | 2005 | (Arcadia) | 11 articles
0003-7982 | 2006 | (Arcadia – International Journal for Literary Studies) | 27 articles
0003-7982 | 2006 | (Arcadia) | 11 articles
0003-7982 | 2007 | (Arcadia – International Journal for Literary Studies) | 24 articles
0003-7982 | 2008 | (Arcadia - International Journal for Literary Studies) | 24 articles
0003-7982 | 2009 | (Arcadia - International Journal for Literary Studies) | 25 articles
0003-7982 | 2010 | (Arcadia - International Journal for Literary Studies) | 13 articles
0003-7982 | 2011 | (Arcadia - International Journal for Literary Studies) | 30 articles
0003-7982 | 2012 | (Arcadia) | 45 articles
0003-7982 | 2013 | (Arcadia) | 60 articles
0003-7982 | 2014 | (arcadia) | 40 articles
0003-9101 | 1888 | (Archiv für Geschichte der Philosophie) | 39 articles
0003-9101 | 1889 | (Archiv für Geschichte der Philosophie) | 41 articles
0003-9101 | 1890 | (Archiv für Geschichte der Philosophie) | 10 articles
0003-9101 | 1891 | (Archiv für Geschichte der Philosophie) | 16 articles
0003-9101 | 1892 | (Archiv für Geschichte der Philosophie) | 29 articles
0003-9101 | 1893 | (Archiv für Geschichte der Philosophie) | 31 articles
0003-9101 | 1894 | (Archiv für Geschichte der Philosophie) | 31 articles
0003-9101 | 1895 | (Archiv für Geschichte der Philosophie) | 15 articles
0003-9101 | 1896 | (Archiv für Geschichte der Philosophie) | 27 articles
0003-9101 | 1897 | (Archiv für Geschichte der Philosophie) | 29 articles
0003-9101 | 1898 | (Archiv für Geschichte der Philosophie) | 30 articles
0003-9101 | 1899 | (Archiv für Geschichte der Philosophie) | 27 articles
0003-9101 | 1900 | (Archiv für Geschichte der Philosophie) | 21 articles
0003-9101 | 1901 | (Archiv für Geschichte der Philosophie) | 25 articles
0003-9101 | 1902 | (Archiv für Geschichte der Philosophie) | 34 articles
0003-9101 | 1903 | (Archiv für Geschichte der Philosophie) | 26 articles
0003-9101 | 1904 | (Archiv für Geschichte der Philosophie) | 41 articles
0003-9101 | 1905 | (Archiv für Geschichte der Philosophie) | 36 articles
0003-9101 | 1906 | (Archiv für Geschichte der Philosophie) | 25 articles
0003-9101 | 1907 | (Archiv für Geschichte der Philosophie) | 20 articles
0003-9101 | 1908 | (Archiv für Geschichte der Philosophie) | 51 articles
0003-9101 | 1909 | (Archiv für Geschichte der Philosophie) | 22 articles
0003-9101 | 1910 | (Archiv für Geschichte der Philosophie) | 38 articles
0003-9101 | 1911 | (Archiv für Geschichte der Philosophie) | 33 articles
0003-9101 | 1912 | (Archiv für Geschichte der Philosophie) | 24 articles
0003-9101 | 1913 | (Archiv für Geschichte der Philosophie) | 37 articles
0003-9101 | 1914 | (Archiv für Geschichte der Philosophie) | 21 articles
0003-9101 | 1915 | (Archiv für Geschichte der Philosophie) | 34 articles
0003-9101 | 1916 | (Archiv für Geschichte der Philosophie) | 27 articles
0003-9101 | 1917 | (Archiv für Geschichte der Philosophie) | 27 articles
0003-9101 | 1918 | (Archiv für Geschichte der Philosophie) | 16 articles
0003-9101 | 1920 | (Archiv für Geschichte der Philosophie) | 26 articles
